번호,교과구분,개설대학,강좌번호,강의시간,1,2,1T,2T,수강정원,수강신청인원
970,공학전공,IT대학,AERO0218-001,화 1A1B2A목 1A1B2A,화,목,9:00,9:00,70,27
971,교직,IT대학,AERO0225-001,월 1A1B2A수 2B3A3B,월,수,10:30,9:00,70,21
972,교양,IT대학,AERO0225-002,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,70,9
973,교양,IT대학,AERO0227-001,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,40,9
974,전공,IT대학,AERO0230-001,월 1A1B월 2A2B월 3A3B월 4A4B,월,월,10:00,9:00,40,16
975,전공,IT대학,AERO0248-001,수 1A1B수 2A2B수 3A3B수 4A4B,수,수,10:00,9:00,50,19
976,전공,IT대학,AERO0251-001,월 1A1B월 2A2B월 3A3B월 4A4B,월,월,10:00,9:00,50,9
977,전공,IT대학,CLTR0185-005,월 2B3A3B금 1A1B2A,월,금,9:00,10:30,60,53
978,전공필수,IT대학,PLEN0226-001,수 1A1B수 2A2B수 3A3B수 4A4B,수,수,10:00,9:00,50,14
979,전공필수,IT대학,PLEN0238-001,월 1A1B월 2A2B월 3A3B월 4A4B,월,월,10:00,9:00,50,9
980,전공필수,IT대학,PLEN0247-001,화 1A1B화 2A2B화 3A3B화 4A4B,화,화,10:00,9:00,50,12
981,전공,IT대학,PLEN0251-001,수 1A1B수 2A2B수 3A3B수 4A4B,수,수,10:00,9:00,35,20
982,전공,IT대학,PLEN0263-001,월 1A1B월 2A2B월 3A3B월 4A4B,월,월,10:00,9:00,35,21
983,전공,IT대학,CLTR0134-003,수 1A1B2A금 2B3A3B,수,금,10:30,9:00,60,57
984,공학전공,IT대학,DEHY0272-001,화 1A1B화 2A2B화 3A3B,화,화,10:00,9:00,30,19
985,공학전공,IT대학,DEHY0279-001,목 1A1B목 2A2B목 3A3B목 4A4B,목,목,10:00,9:00,30,19
986,기본소양,IT대학,DEHY0285-001,금 1A1B금 2A2B,금,금,10:00,9:00,30,20
987,기본소양,IT대학,DEHY0326-001,월 1A1B월 2A2B금 1A1B금 2A2B,월,월,10:00,9:00,30,15
988,전공기반,IT대학,DEHY0336-001,수 1A1B수 2A2B수 3A3B,수,수,10:00,9:00,30,19
989,전공기반,IT대학,MEDI0220-002,월 1A1B월 2A2B,월,월,10:00,9:00,30,29
990,전공기반,IT대학,CLTR0003-009,월 1A1B2A수 2B3A3B,월,수,10:30,9:00,60,15
991,전공기반,IT대학,CLTR0211-045,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,60,44
992,전공기반,IT대학,CLTR0373-009,목 1A1B목 2A2B목 3A3B목 4A4B,목,목,10:00,9:00,40,42
993,공학전공,IT대학,SOFT0301-001,월 7A7B8A수 1A1B2A,월,수,9:00,15:00,30,34
994,공학전공,IT대학,SOFT0321-001,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,30,38
995,공학전공,IT대학,SOFT0323-001,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,30,19
996,공학전공,IT대학,SOFT0355-001,월 2B3A3B수 1A1B2A,월,수,9:00,10:30,30,20
997,공학전공,IT대학,SOFT0363-001,월 2B3A3B수 1A1B2A,월,수,9:00,10:30,30,27
998,공학전공,IT대학,SOFT0412-001,월 7A7B8A화 1A1B2A,월,화,9:00,15:00,30,26
999,전공기반,IT대학,SOFT0472-001,화 1A1B화 2A2B화 3A3B화 4A4B,화,화,10:00,9:00,30,35
1000,전공,약학대학,KORL0716-001,목 1A1B2A목 2B3A3B,목,목,10:30,9:00,30,10
1001,전공,약학대학,KORL0751-001,금 1A1B2A금 2B3A3B,금,금,10:30,9:00,30,1
1002,,,KORL0905-001,수 1A1B2A수 2B3A3B,수,수,10:30,9:00,30,2
1003,전공,약학대학,KORL0941-001,목 1A1B2A목 2B3A3B,목,목,10:30,9:00,30,1
1004,전공,약학대학,ENGL0000-012,월 1A1B2A월 2B3A3B,월,월,10:30,9:00,15,1
1005,전공,약학대학,ENGL0736-001,화 1A1B2A화 2B3A3B,화,화,10:30,9:00,40,21
1006,전공,약학대학,ENGL0768-001,화 1A1B2A화 2B3A3B,화,화,10:30,9:00,40,7
1007,전공필수,약학대학,ENGL0787-001,화 1A1B2A화 2B3A3B,화,화,10:30,9:00,40,4
1008,,,ENGL0793-001,목 1A1B2A목 2B3A3B,목,목,10:30,9:00,40,19
1009,전공,약학대학,ENGL0911-001,수 1A1B2A수 2B3A3B,수,수,10:30,9:00,20,4
1010,전공,약학대학,ENGL0946-001,금 1A1B2A금 2B3A3B,금,금,10:30,9:00,20,14
1011,전공,약학대학,ENGL0959-001,수 1A1B2A수 2B3A3B,수,수,10:30,9:00,20,6
1012,전공,약학대학,ENGL0969-001,금 1A1B2A금 2B3A3B,금,금,10:30,9:00,20,6
1013,교양,약학대학,ENGL0981-001,목 1A1B2A목 2B3A3B,목,목,10:30,9:00,20,6
1014,교양,약학대학,JPNL0701-001,수 1A1B2A수 2B3A3B,수,수,10:30,9:00,10,3
1015,교양,행정학부,RUSS0939-001,수 1A1B수 2A2B수 3A3B,수,수,10:00,9:00,5,2
1016,교양,행정학부,HIST0707-001,목 1A1B2A목 2B3A3B,목,목,10:30,9:00,10,6
1017,교양,행정학부,HIST0850-001,금 1A1B2A금 2B3A3B,금,금,10:30,9:00,10,4
1018,,,HIST0901-001,월 1A1B2A월 2B3A3B,월,월,10:30,9:00,10,2
1019,교양,행정학부,HIST0905-001,수 1A1B2A수 2B3A3B,수,수,10:30,9:00,10,10
1020,,,ARAN0771-001,수 1A1B2A수 2B3A3B,수,수,10:30,9:00,10,8
1021,전공필수,행정학부,POLI0000-003,목 1A1B2A목 2B3A3B,목,목,10:30,9:00,30,8
1022,전공필수,행정학부,POLI0000-006,목 1A1B2A목 2B3A3B,목,목,10:30,9:00,30,1
1023,전공필수,행정학부,POLI0724-001,수 1A1B2A수 2B3A3B,수,수,10:30,9:00,30,15
1024,전공,행정학부,POLI0856-001,화 1A1B2A화 2B3A3B,화,화,10:30,9:00,30,3
1025,전공,행정학부,ARSC0753-001,토 1A1B토 2A2B토 3A3B토 4A4B,토,토,10:00,9:00,30,18
1026,전공,행정학부,PHYS0000-001,수 1A1B2A수 2B3A3B,수,수,10:30,9:00,5,1
1027,전공,행정학부,PHYS0000-003,월 1A1B2A월 2B3A3B,월,월,10:30,9:00,5,1
1028,전공,융합학부,PHYS0000-005,월 1A1B2A월 2B3A3B,월,월,10:30,9:00,5,1
1029,전공,융합학부,PHYS0000-006,월 1A1B2A월 2B3A3B,월,월,10:30,9:00,5,1
1030,전공,융합학부,PHYS0000-007,월 1A1B2A월 2B3A3B,월,월,10:30,9:00,5,1
1031,전공,융합학부,PHYS0000-009,월 1A1B2A월 2B3A3B,월,월,10:30,9:00,5,2
1032,전공,융합학부,PHYS0000-010,월 1A1B2A월 2B3A3B,월,월,10:30,9:00,5,1
1033,전공,융합학부,PHYS0000-011,월 1A1B2A월 2B3A3B,월,월,10:30,9:00,5,1
1034,전공,융합학부,PHYS0788-001,수 1A1B2A수 2B3A3B,수,수,10:30,9:00,10,14
1035,전공,융합학부,PHYS0823-001,목 1A1B2A목 2B3A3B,목,목,10:30,9:00,10,8
1036,전공필수,융합학부,PHYS0828-001,화 1A1B2A화 2B3A3B,화,화,10:30,9:00,10,4
1037,전공필수,융합학부,PHYS0845-001,금 1A1B2A금 2B3A3B,금,금,10:30,9:00,10,6
1038,전공,융합학부,CHEM0000-001,월 1A1B월 2A2B월 3A3B,월,월,10:00,9:00,10,1
1039,전공,융합학부,CHEM0000-003,월 1A1B월 2A2B월 3A3B,월,월,10:00,9:00,10,3
1040,전공,융합학부,CHEM0000-005,월 1A1B월 2A2B월 3A3B,월,월,10:00,9:00,10,1
1041,전공필수,융합학부,CHEM0000-007,월 1A1B월 2A2B월 3A3B,월,월,10:00,9:00,10,2
1042,교양,과학기술대학,CHEM0000-009,월 1A1B월 2A2B월 3A3B,월,월,10:00,9:00,10,8
1043,,,CHEM0000-010,월 1A1B월 2A2B월 3A3B,월,월,10:00,9:00,10,1
1044,교양,과학기술대학,CHEM0709-001,목 1A1B목 2A2B목 3A3B,목,목,10:00,9:00,15,21
1045,,,CHEM0833-001,금 1A1B금 2A2B금 3A3B,금,금,10:00,9:00,15,6
1046,교양,과학기술대학,CHEM0857-001,수 1A1B수 2A2B수 3A3B,수,수,10:00,9:00,15,6
1047,,,GEOL0000-002,목 1A1B2A목 2B3A3B,목,목,10:30,9:00,10,1
1048,교양,과학기술대학,GEOL0000-003,월 1A1B2A월 2B3A3B,월,월,10:30,9:00,10,1
1049,교양,과학기술대학,GEOL0000-004,목 1A1B2A목 2B3A3B,목,목,10:30,9:00,10,4
1050,교양,과학기술대학,GEOL0795-001,금 1A1B2A금 2B3A3B,금,금,10:30,9:00,20,2
1051,,,GEOL0796-001,월 1A1B월 2A2B월 3A3B월 4A4B,월,월,10:00,9:00,20,8
1052,교양,과학기술대학,GEOL0843-001,화 1A1B화 2A2B화 3A3B화 4A4B,화,화,10:00,9:00,20,5
1053,,,GEOL0849-001,수 1A1B2A수 2B3A3B,수,수,10:30,9:00,20,6
1054,전공필수,과학기술대학,STAT0000-004,목 1A1B목 2A2B목 3A3B,목,목,10:00,9:00,10,2
1055,전공,과학기술대학,STAT0731-001,화 1A1B화 2A2B화 3A3B,화,화,10:00,9:00,20,5
1056,전공,과학기술대학,STAT0941-001,수 1A1B수 2A2B수 3A3B,수,수,10:00,9:00,20,12
1057,전공,과학기술대학,CHED0735-001,월 1A1B월 2A2B월 3A3B,월,월,10:00,9:00,20,5
1058,,,ECON0000-001,금 1A1B2A금 2B3A3B,금,금,10:30,9:00,10,1
1059,전공필수,과학기술대학,ECON0000-002,금 1A1B2A금 2B3A3B,금,금,10:30,9:00,10,1
1060,전공필수,과학기술대학,ECON0000-003,금 1A1B2A금 2B3A3B,금,금,10:30,9:00,10,1
1061,전공필수,과학기술대학,ECON0000-004,금 1A1B2A금 2B3A3B,금,금,10:30,9:00,10,1
1062,,,ECON0000-006,금 1A1B2A금 2B3A3B,금,금,10:30,9:00,10,1
1063,전공,과학기술대학,ECON0000-007,토 1A1B2A토 2B3A3B,토,토,10:30,9:00,10,1
1064,전공필수,과학기술대학,ECON0779-001,화 1A1B2A화 2B3A3B,화,화,10:30,9:00,30,8
1065,,,TRAD0000-003,금 1A1B2A금 2B3A3B,금,금,10:30,9:00,10,1
1066,전공,과학기술대학,TRAD0000-005,금 1A1B2A금 2B3A3B,금,금,10:30,9:00,10,3
1067,전공필수,과학기술대학,TRAD0922-001,수 1A1B2A수 2B3A3B,수,수,10:30,9:00,30,11
1068,전공,과학기술대학,JURA0000-006,화 1A1B2A화 2B3A3B,화,화,10:30,9:00,5,1
1069,전공,과학기술대학,APCE0731-001,수 1A1B수 2A2B수 3A3B,수,수,10:00,9:00,20,11
1070,전공필수,과학기술대학,POLY0000-001,금 00A0B금 1A1B2A,금,금,9:00,7:30,5,1
1071,전공필수,과학기술대학,POLY0000-002,금 00A0B금 1A1B2A,금,금,9:00,7:30,5,1
1072,,,POLY0000-003,금 00A0B금 1A1B2A,금,금,9:00,7:30,5,2
1073,교양,과학기술대학,POLY0000-004,금 00A0B금 1A1B2A,금,금,9:00,7:30,5,1
1074,전공,과학기술대학,POLY0000-006,금 00A0B금 1A1B2A,금,금,9:00,7:30,5,3
1075,,,DYFI0000-003,목 1A1B2A목 2B3A3B,목,목,10:30,9:00,5,2
1076,전공,과학기술대학,HORT0000-007,월 1A1B월 2A2B월 3A3B,월,월,10:00,9:00,5,2
1077,,,HORT0822-001,수 1A1B수 2A2B수 3A3B,수,수,10:00,9:00,10,7
1078,전공필수,과학기술대학,GINF0705-001,수 1A1B수 2A2B수 3A3B,수,수,10:00,9:00,20,11
1079,,,LARC0000-001,금 1A1B금 2A2B금 3A3B,금,금,10:00,9:00,10,2
1080,전공,과학기술대학,LARC0000-002,금 1A1B금 2A2B금 3A3B,금,금,10:00,9:00,10,6
1081,전공필수,과학기술대학,LARC0000-003,월 1A1B월 2A2B월 3A3B,월,월,10:00,9:00,10,3
1082,전공,과학기술대학,LARC0000-004,금 1A1B금 2A2B금 3A3B,금,금,10:00,9:00,10,1
1083,교양,과학기술대학,LARC0931-001,목 1A1B목 2A2B목 3A3B,목,목,10:00,9:00,20,15
1084,,,AGEC0718-001,화 1A1B2A화 2B3A3B,화,화,10:30,9:00,20,10
1085,,,FPST0000-001,화 1A1B2A화 2B3A3B,화,화,10:30,9:00,5,3
1086,교양,과학기술대학,FPST0758-001,수 1A1B2A수 2B3A3B,수,수,10:30,9:00,5,3
1087,교양,과학기술대학,MBIO0784-001,수 1A1B2A수 2B3A3B,수,수,10:30,9:00,5,4
1088,전공,과학기술대학,MUSI0701-002,화 1A1B화 2A2B,화,화,10:00,9:00,1,1
1089,전공,과학기술대학,MUSI0701-007,금 1A1B금 2A2B,금,금,10:00,9:00,1,1
1090,,,MUSI0701-012,목 1A1B목 2A2B,목,목,10:00,9:00,1,1
1091,전공,과학기술대학,MUSI0701-013,금 1A1B금 2A2B,금,금,10:00,9:00,1,1
1092,,,MUSI0701-014,금 1A1B금 2A2B,금,금,10:00,9:00,1,1
1093,전공,과학기술대학,MUSI0703-004,금 1A1B금 2A2B,금,금,10:00,9:00,1,1
1094,전공,과학기술대학,MUSI0704-002,금 1A1B금 2A2B,금,금,10:00,9:00,1,1
1095,,,MUSI0801-002,금 1A1B금 2A2B금 3A3B,금,금,10:00,9:00,1,1
1096,전공,과학기술대학,ARTS0000-001,월 1A1B2A월 2B3A3B,월,월,10:30,9:00,5,1
1097,전공,과학기술대학,ARTS0000-003,화 1A1B2A화 2B3A3B,화,화,10:30,9:00,5,2
1098,전공,과학기술대학,ARTS0000-004,화 1A1B2A화 2B3A3B,화,화,10:30,9:00,5,1
1099,전공,과학기술대학,ARTS0000-005,화 1A1B2A화 2B3A3B,화,화,10:30,9:00,5,1
1100,,,ARTS0000-006,화 1A1B2A화 2B3A3B,화,화,10:30,9:00,5,4
1101,교양,과학기술대학,ARTS0779-001,화 1A1B2A화 2B3A3B,화,화,10:30,9:00,5,1
1102,,,ARTS0785-001,목 1A1B2A목 2B3A3B,목,목,10:30,9:00,10,3
1103,교양,과학기술대학,ARTS0843-001,수 1A1B2A수 2B3A3B,수,수,10:30,9:00,10,3
1104,전공,과학기술대학,KMUS0000-001,금 1A1B금 2A2B금 3A3B,금,금,10:00,9:00,5,2
1105,전공,과학기술대학,KMUS0000-002,금 1A1B금 2A2B금 3A3B,금,금,10:00,9:00,5,1
1106,,,KMUS0000-003,금 1A1B금 2A2B금 3A3B,금,금,10:00,9:00,5,1
1107,전공,과학기술대학,KMUS0000-004,금 1A1B금 2A2B금 3A3B,금,금,10:00,9:00,5,2
1108,전공,과학기술대학,KMUS0701-002,월 1A1B월 2A2B,월,월,10:00,9:00,1,1
1109,전공,과학기술대학,KMUS0701-003,월 1A1B월 2A2B,월,월,10:00,9:00,1,1
1110,,,KMUS0701-004,금 1A1B금 2A2B,금,금,10:00,9:00,1,1
1111,전공,과학기술대학,KMUS0701-005,금 1A1B금 2A2B,금,금,10:00,9:00,1,1
1112,교양,과학기술대학,KMUS0702-001,화 1A1B화 2A2B,화,화,10:00,9:00,1,1
1113,,,KMUS0702-004,월 1A1B월 2A2B,월,월,10:00,9:00,1,1
1114,전공,과학기술대학,KMUS0703-001,화 1A1B화 2A2B,화,화,10:00,9:00,1,1
1115,전공,과학기술대학,KMUS0703-003,수 1A1B수 2A2B,수,수,10:00,9:00,1,1
1116,,,KMUS0705-001,수 1A1B수 2A2B수 3A3B,수,수,10:00,9:00,1,1
1117,전공,과학기술대학,KMUS0707-001,목 1A1B목 2A2B목 3A3B,목,목,10:00,9:00,1,1
1118,,,DENB0896-001,토 0A0B토 1A1B토 2A2B,토,토,9:00,8:00,50,5
1119,전공,과학기술대학,DENT0000-019,토 0A0B토 1A1B토 2A2B,토,토,9:00,8:00,30,1
1120,전공,과학기술대학,CHFA0000-003,목 1A1B2A목 2B3A3B,목,목,10:30,9:00,15,1
1121,전공,과학기술대학,CHFA0764-001,목 1A1B2A목 2B3A3B,목,목,10:30,9:00,10,5
1122,전공,과학기술대학,CHFA0809-001,수 1A1B2A수 2B3A3B,수,수,10:30,9:00,15,1
1123,전공,과학기술대학,CLTX0000-002,화 1A1B화 2A2B화 3A3B,화,화,10:00,9:00,5,1
1124,전공,과학기술대학,CLTX0711-001,금 1A1B금 2A2B금 3A3B,금,금,10:00,9:00,10,6
1125,,,CLTX0785-001,목 1A1B목 2A2B목 3A3B,목,목,10:00,9:00,10,4
1126,교양,과학기술대학,FSNU0736-001,수 1A1B수 2A2B수 3A3B,수,수,10:00,9:00,15,2
1127,,,MATH0000-005,목 1A1B2A목 2B3A3B,목,목,10:30,9:00,10,1
1128,교양,과학기술대학,MATH0731-001,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,30,7
1129,,,MATH0788-001,월 2B3A3B수 1A1B2A,월,수,9:00,10:30,30,32
1130,전공,과학기술대학,MATH0792-001,월 2B3A3B수 1A1B2A,월,수,9:00,10:30,30,5
1131,전공,과학기술대학,GENE0943-001,수 1A1B수 2A2B수 3A3B,수,수,10:00,9:00,20,2
1132,,,LIFE0000-002,금 1A1B금 2A2B금 3A3B,금,금,10:00,9:00,10,1
1133,전공필수,과학기술대학,LIFE0000-003,수 1A1B수 2A2B수 3A3B,수,수,10:00,9:00,10,2
1134,전공,과학기술대학,LIFE0000-004,목 1A1B목 2A2B목 3A3B,목,목,10:00,9:00,10,4
1135,교양,과학기술대학,LIFE0000-006,금 1A1B금 2A2B금 3A3B,금,금,10:00,9:00,10,1
1136,,,LIFE0000-007,월 1A1B월 2A2B월 3A3B,월,월,10:00,9:00,10,5
1137,교양,과학기술대학,LIFE0000-008,월 1A1B월 2A2B월 3A3B,월,월,10:00,9:00,10,3
1138,,,LIFE0000-010,월 1A1B월 2A2B월 3A3B,월,월,10:00,9:00,10,2
1139,교양,과학기술대학,LIFE0000-012,금 1A1B금 2A2B금 3A3B,금,금,10:00,9:00,10,4
1140,,,LIFE0000-013,월 1A1B월 2A2B월 3A3B,월,월,10:00,9:00,10,2
1141,교양,과학기술대학,LIFE0000-016,금 1A1B금 2A2B금 3A3B,금,금,10:00,9:00,10,2
1142,,,LIFE0000-017,금 1A1B금 2A2B금 3A3B,금,금,10:00,9:00,10,1
1143,교양,과학기술대학,LIFE0000-018,월 1A1B월 2A2B월 3A3B,월,월,10:00,9:00,10,2
1144,,,LIFE0702-001,목 1A1B목 2A2B목 3A3B,목,목,10:00,9:00,20,6
1145,전공,과학기술대학,LIFE0706-001,화 1A1B화 2A2B화 3A3B,화,화,10:00,9:00,10,3
1146,전공,과학기술대학,LIFE0708-001,화 1A1B화 2A2B화 3A3B,화,화,10:00,9:00,20,21
1147,전공,과학기술대학,LIFE0713-001,월 1A1B월 2A2B월 3A3B,월,월,10:00,9:00,10,6
1148,전공필수,과학기술대학,LIFE0873-001,수 1A1B수 2A2B수 3A3B,수,수,10:00,9:00,20,8
1149,전공,과학기술대학,MGMT0000-004,목 1A1B목 2A2B목 3A3B,목,목,10:00,9:00,10,1
1150,전공,과학기술대학,MGMT0000-010,월 1A1B월 2A2B월 3A3B,월,월,10:00,9:00,10,1
1151,전공,과학기술대학,MGMT0000-011,목 1A1B목 2A2B목 3A3B,목,목,10:00,9:00,10,1
1152,전공필수,과학기술대학,MGMT0000-012,목 1A1B목 2A2B목 3A3B,목,목,10:00,9:00,10,2
1153,전공,과학기술대학,MGMT0000-013,화 1A1B화 2A2B화 3A3B,화,화,10:00,9:00,10,1
1154,전공,과학기술대학,MGMT0842-001,화 1A1B화 2A2B화 3A3B,화,화,10:00,9:00,40,20
1155,교양,과학기술대학,MGMT0909-001,토 1A1B토 2A2B토 3A3B,토,토,10:00,9:00,40,26
1156,,,MGMT0914-001,토 1A1B토 2A2B토 3A3B,토,토,10:00,9:00,40,16
1157,교양,과학기술대학,MAME0000-001,월 1A1B월 2A2B월 3A3B,월,월,10:00,9:00,10,3
1158,교양,과학기술대학,CIME0000-002,목 1A1B목 2A2B목 3A3B,목,목,10:00,9:00,3,1
1159,전공,과학기술대학,CIME0000-003,월 1A1B월 2A2B월 3A3B,월,월,10:00,9:00,3,5
1160,전공,과학기술대학,CIME0000-004,목 1A1B목 2A2B목 3A3B,목,목,10:00,9:00,3,1
1161,,,CIME0760-001,화 1A1B화 2A2B화 3A3B,화,화,10:00,9:00,20,18
1162,전공,과학기술대학,NANO0000-001,화 1A1B목 3A3B목 4A4B,화,목,11:00,9:00,5,1
1163,,,DESC0000-003,토 1A1B토 2A2B토 3A3B,토,토,10:00,9:00,10,2
1164,전공,과학기술대학,PHAR0000-006,월 1A1B월 2A2B월 3A3B,월,월,10:00,9:00,10,1
1165,전공,과학기술대학,PHAR0000-008,화 1A1B화 2A2B화 3A3B,화,화,10:00,9:00,10,1
1166,전공필수,과학기술대학,PHAR0000-010,수 1A1B수 2A2B수 3A3B,수,수,10:00,9:00,10,2
1167,전공,과학기술대학,PHAR0000-011,수 1A1B수 2A2B수 3A3B,수,수,10:00,9:00,10,1
1168,교양,과학기술대학,PHAR0000-014,목 1A1B목 2A2B목 3A3B,목,목,10:00,9:00,10,1
1169,,,PHAR0795-001,목 1A1B목 2A2B목 3A3B,목,목,10:00,9:00,25,23
1170,전공,과학기술대학,PHAR0849-001,월 1A1B월 2A2B월 3A3B,월,월,10:00,9:00,25,27
1171,전공,과학기술대학,ECSS0000-001,월 1A1B월 2A2B월 3A3B,월,월,10:00,9:00,5,3
1172,전공,과학기술대학,ECSS0740-001,수 1A1B수 2A2B수 3A3B,수,수,10:00,9:00,10,10
1173,,,ANBT0000-001,수 1A1B수 2A2B수 3A3B,수,수,10:00,9:00,10,1
1174,전공필수,과학기술대학,ANBT0000-005,월 1A1B월 2A2B월 3A3B,월,월,10:00,9:00,10,3
1175,전공,과학기술대학,ANBT0766-001,화 1A1B화 2A2B화 3A3B,화,화,10:00,9:00,30,11
1176,교양,과학기술대학,BIFI0000-001,화 1A1B2A화 2B3A3B,화,화,10:30,9:00,5,3
1177,,,BIFI0000-002,월 1A1B2A월 2B3A3B,월,월,10:30,9:00,5,3
1178,전공,과학기술대학,FREN0776-001,수 1A1B2A수 2B3A3B,수,수,10:30,9:00,10,5
1179,전공,과학기술대학,FREN0797-001,화 1A1B2A수 2B3A3B,화,수,10:30,9:00,10,5
1180,전공필수,과학기술대학,ABIO0717-001,수 1A1B2A수 2B3A3B,수,수,10:30,9:00,10,4
1181,전공필수,과학기술대학,FOSE0737-001,화 1A1B2A화 2B3A3B,화,화,10:30,9:00,10,4
1182,전공,과학기술대학,COPE0000-001,화 1A1B2A화 2B3A3B,화,화,10:30,9:00,5,1
1183,전공,과학기술대학,PMEN0000-001,화 1A1B2A화 2B3A3B,화,화,10:30,9:00,2,2
1184,교양,과학기술대학,PMEN0717-001,목 1A1B2A목 2B3A3B,목,목,10:30,9:00,10,8
1185,,,COME0832-001,월 1A1B2A월 2B3A3B,월,월,10:30,9:00,30,20
1186,교양,과학기술대학,COMP0795-001,수 1A1B2A수 2B3A3B,수,수,10:30,9:00,30,47
1187,교양,과학기술대학,COMP0811-001,금 1A1B2A금 2B3A3B,금,금,10:30,9:00,30,25
1188,,,COSE0000-008,토 1A1B2A토 2B3A3B,토,토,10:30,9:00,15,1
1189,전공,과학기술대학,CICT0701-001,토 1A1B토 2A2B토 3A3B토 4A4B,토,토,10:00,9:00,30,18
1190,전공,과학기술대학,FOOD0808-001,금 0A0B금 1A1B금 2A2B,금,금,9:00,8:00,45,29
1191,전공,과학기술대학,FOOD0977-001,금 0A0B금 1A1B금 2A2B,금,금,9:00,8:00,20,8
1192,전공,과학기술대학,FOOD0729-001,목 1A1B목 2A2B목 3A3B,목,목,10:00,9:00,30,7
1193,전공필수,과학기술대학,FOAT0000-004,금 1A1B금 2A2B금 3A3B,금,금,10:00,9:00,10,5
1194,전공,과학기술대학,FOAT0000-005,목 1A1B목 2A2B목 3A3B,목,목,10:00,9:00,10,4
1195,전공필수,과학기술대학,FOAT0726-001,화 1A1B화 2A2B화 3A3B,화,화,10:00,9:00,15,20
1196,전공,대학원,ARCH0000-001,월 1A1B2A월 2B3A3B,월,월,10:30,9:00,10,3
1197,전공,대학원,ARCH0000-006,월 1A1B2A월 2B3A3B,월,월,10:30,9:00,10,2
1198,전공,대학원,ARCH0000-007,월 1A1B2A월 2B3A3B,월,월,10:30,9:00,10,1
1199,전공,대학원,ARCH0000-008,월 1A1B2A월 2B3A3B,월,월,10:30,9:00,10,2
1200,전공,대학원,ARCH0000-010,목 1A1B2A목 2B3A3B,목,목,10:30,9:00,10,1
1201,전공,대학원,ARCH0000-011,목 1A1B2A목 2B3A3B,목,목,10:30,9:00,10,3
1202,전공,대학원,ARCH0000-012,화 1A1B2A화 2B3A3B,화,화,10:30,9:00,10,3
1203,전공,대학원,ARCH0000-013,목 1A1B2A목 2B3A3B,목,목,10:30,9:00,10,2
1204,전공,대학원,ARCH0000-014,월 1A1B2A월 2B3A3B,월,월,10:30,9:00,10,2
1205,전공,대학원,ARCH0000-015,목 1A1B2A목 2B3A3B,목,목,10:30,9:00,10,2
1206,전공,대학원,ARCH0000-016,월 1A1B2A월 2B3A3B,월,월,10:30,9:00,10,1
1207,전공,대학원,COME0813-001,수 1A1B2A수 2B3A3B,수,수,10:30,9:00,35,14
1208,전공,대학원,CVLE0767-001,토 1A1B토 2A2B토 3A3B,토,토,10:00,9:00,20,16
1209,전공,대학원,EESO0000-002,월 1A1B2A월 2B3A3B,월,월,10:30,9:00,10,2
1210,전공,대학원,FOOD0733-001,금 1A1B2A금 2B3A3B,금,금,10:30,9:00,30,16
1211,전공,대학원,FSAD0724-001,목 1A1B2A목 2B3A3B,목,목,10:30,9:00,30,27
1212,전공,대학원,OECA0000-001,금 1A1B2A금 2B3A3B,금,금,10:30,9:00,20,1
1213,전공,대학원,OECA0703-001,수 1A1B2A수 2B3A3B,수,수,10:30,9:00,20,2
1214,전공,대학원,OECA0707-001,화 1A1B2A화 2B3A3B,화,화,10:30,9:00,20,3
1215,전공,대학원,OECA0713-001,목 1A1B2A목 2B3A3B,목,목,10:30,9:00,20,6
1216,전공,대학원,OECA0733-001,월 1A1B2A월 2B3A3B,월,월,10:30,9:00,20,4
1217,전공,대학원,COMI0701-001,금 1A1B금 2A2B금 3A3B,금,금,10:00,9:00,3,2
1218,전공,대학원,CTRA0714-001,월 1A1B2A월 2B3A3B,월,월,10:30,9:00,20,3
1219,전공,대학원,FVIT0702-001,금 1A1B2A금 2B3A3B,금,금,10:30,9:00,30,16
1220,전공,대학원,ARIN0000-003,화 00A0B화 1A1B2A,화,화,9:00,7:30,20,16
1221,전공,대학원,ARIN0702-001,금 1A1B2A금 2B3A3B,금,금,10:30,9:00,30,41
1222,전공,대학원,ARIN0705-001,월 1A1B2A월 2B3A3B,월,월,10:30,9:00,30,19
1223,전공,대학원,ARIN0710-001,수 1A1B2A수 2B3A3B,수,수,10:30,9:00,20,33
1224,전공,대학원,BICO0000-001,월 1A1B2A월 2B3A3B,월,월,10:30,9:00,20,1
1225,전공,대학원,BICO0000-002,화 1A1B2A화 2B3A3B,화,화,10:30,9:00,20,1
1226,전공,대학원,BICO0000-003,목 1A1B2A목 2B3A3B,목,목,10:30,9:00,20,2
1227,전공,대학원,MECH0918-001,목 1A1B2A목 2B3A3B,목,목,10:30,9:00,20,16
1228,전공,대학원,ROSS0000-002,수 1A1B2A수 2B3A3B,수,수,10:30,9:00,20,2
1229,전공,대학원,HYRE0000-001,화 1A1B2A화 2B3A3B,화,화,10:30,9:00,20,2
