2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
,,,0,0,1502,0,0,476,0,0,0
,,,0,0,422,0,0,372,0,0,0
,,,0,0,532,0,0,392,0,0,0
,,,0,0,68,183,0,314,0,0,0
,,,0,0,70,0,0,202,0,0,0
,,,0,0,58,0,0,0,0,0,0
,,,0,0,84,293,0,0,0,0,0
,,,0,0,504,0,0,0,0,82,0
,,,0,0,478,0,0,0,0,0,0
,,,0,0,2044,0,0,0,0,0,0
,,,0,0,1540,0,0,0,0,0,0
,,,0,0,1566,0,0,0,0,0,0
,,,0,0,2014,64,0,0,0,60,0
,,,0,0,1074,78,0,0,0,0,0
,,,0,0,1592,448,0,0,0,0,0
,,,0,0,2048,0,0,0,0,0,0
,,,0,0,2000,153,0,0,0,0,0
,,,0,0,1146,96,0,0,0,0,0
,,,0,0,1306,113,0,0,0,0,0
,,,0,0,1870,90,0,0,0,0,0
,,,0,0,1762,54,0,0,0,0,52
,,,188,0,1286,0,0,0,0,0,0
,,,0,350,782,97,0,0,0,0,238
,,,0,400,222,0,0,0,0,0,408
,,,0,0,304,0,333,0,0,0,130
,,,0,0,388,0,0,0,0,0,50
,,,0,0,0,0,0,0,494,0,80
,,,0,0,0,0,62,0,0,0,62
,,,0,0,0,0,436,0,475,0,80
,,,0,0,0,0,43,0,762,376,0
,,,20,700,0,0,0,0,38,592,0
,,,0,0,0,0,0,20,0,612,0
,,,0,0,0,0,0,0,1529,516,0
,,,326,0,0,0,0,0,688,426,0
,,,0,0,0,0,0,0,440,188,0
,,,0,0,0,0,0,0,454,214,0
,,,0,0,0,0,0,0,0,14,0
,,,480,0,0,0,0,0,0,0,0
,,,0,0,0,0,0,0,111,0,0
,,,0,0,0,0,0,0,0,0,0
,,,0,0,0,0,0,0,0,0,0
,,,5,0,0,0,0,0,0,0,0
,,,0,0,0,0,0,1166,0,0,0
,,,0,0,0,0,0,0,0,0,0
,,,0,0,80,0,0,915,90,0,0
,,,0,0,0,0,0,374,240,0,0
,,,0,0,0,0,14,0,0,0,0
,,,0,0,0,0,0,0,0,0,0
,,,0,0,0,0,104,0,0,0,0
,,,0,0,0,0,36,0,0,0,0
,,,0,0,0,0,64,0,0,0,0
,,,0,0,50,0,152,0,0,0,0
,,,0,0,0,0,84,0,414,0,0
,,,0,0,0,0,78,0,264,0,0
,,,0,0,0,0,42,0,600,180,0
,,,0,0,0,0,72,0,112,344,0
,,,0,0,0,0,100,0,642,236,0
,,,0,0,0,0,94,0,390,170,0
,,,0,0,0,103,0,0,156,214,0
,,,0,0,0,0,76,0,324,674,284
,,,0,0,0,0,14,0,36,0,76
,,,0,0,0,0,0,0,168,148,0
,,,0,0,0,0,0,0,76,190,0
,,,0,0,0,0,6,0,74,2376,0
,,,0,250,0,0,0,0,0,3692,48
,,,0,0,80,0,0,0,0,3980,0
,,,0,275,0,0,0,0,0,3710,212
,,,0,1150,0,0,0,0,0,8064,452
,,,0,800,0,0,0,0,0,9138,420
,,,0,450,0,0,0,0,0,5550,0
,,,0,1125,0,0,0,0,0,4798,760
,,,0,825,0,0,0,0,0,2454,944
,,,0,375,0,0,0,0,0,934,924
,,,0,0,0,0,0,0,0,898,2348
,,,0,250,0,0,68,0,0,588,934
,,,0,0,180,0,0,0,0,722,2538
,,,0,0,340,0,0,0,0,734,3124
,,,0,0,420,0,0,0,0,0,2768
,,,0,0,470,0,1088,0,0,0,1968
,,,0,0,340,0,14422,0,234,0,970
,,,0,0,485,0,3202,0,0,0,850
,,,0,0,310,0,8500,360,84,0,356
,,,0,0,790,0,3302,80,224,31,468
,,,200,0,480,0,5440,0,0,106,44
,,,0,0,175,0,3242,0,28,190,48
,,,0,0,190,0,5190,0,466,705,332
,,,0,0,285,0,2448,0,700,1295,232
,,,0,0,330,14,2080,0,948,1654,244
,,,0,0,245,0,1432,615,982,2506,436
,,,0,0,170,904,5614,530,924,4619,196
,,,0,0,0,915,3832,120,2372,9017,192
,,,0,0,0,0,208,0,2106,219,17
,,,0,0,0,0,176,400,2654,329,0
,,,0,0,0,0,886,605,2352,69,0
,,,0,0,0,0,0,890,2148,304,0
,,,0,0,0,0,0,1065,4484,270,0
,,,0,0,0,431,0,230,4154,1647,0
,,,0,0,0,0,0,681,3382,759,0
,,,0,0,0,51,250,603,3528,725,0
,,,0,0,0,299,0,306,3504,829,0
,,,0,0,0,352,0,405,3518,829,0
,,,0,0,0,434,0,245,1706,587,0
,,,0,0,0,196,0,106,486,860,54
,,,0,0,0,156,0,0,488,828,63
,,,0,0,0,66,0,61,0,928,37
,,,0,0,0,0,0,220,0,321,10
,,,0,0,0,196,0,125,0,95,608
,,,0,120,0,0,0,0,0,131,262
,,,0,80,0,0,0,0,0,253,571
,,,0,0,0,0,0,0,0,49,262
,,,0,0,0,0,0,0,0,63,3440
,,,0,0,0,0,0,0,0,47,2389
,,,0,0,0,0,0,0,0,46,4773
,,,0,0,0,0,0,0,0,15,14750
,,,0,0,0,0,0,0,0,0,6411
,,,0,0,0,0,0,0,0,0,9459
,,,0,0,0,0,0,0,0,0,195
,,,0,0,0,100,0,0,0,0,1077
,,,0,0,0,186,0,0,0,0,7525
,,,0,0,0,32,0,0,0,0,42385
,,,0,0,0,0,0,0,0,0,54833
,,,0,0,0,0,0,0,0,0,31951
,,,0,0,0,0,0,0,0,0,9971
,,,0,0,0,0,0,0,0,0,10376
,,,0,0,0,0,0,0,0,0,22276
,,,0,0,0,0,0,0,0,0,320
,,,0,0,0,0,0,0,0,0,911
,,,0,0,0,0,0,0,0,0,1387
,,,0,0,0,0,0,0,0,0,630
,,,0,0,0,0,0,0,0,0,1365
,,,0,0,0,0,0,0,0,0,720
,,,0,0,0,0,30,0,0,0,2028
,,,0,0,0,0,40,0,0,0,3710
,,,375,0,0,0,250,0,0,0,3947
,,,0,0,0,0,0,0,0,0,1082
,,,200,0,0,0,0,0,0,0,1046
,,,0,0,0,12,0,0,0,0,1744
,,,0,0,0,0,0,0,0,0,702
,,,0,0,0,0,0,0,62,0,835
,,,0,0,0,0,0,0,32548,0,15
,,,0,0,0,0,0,0,887,0,568
,,,0,0,30,0,0,0,369,0,350
,,,0,0,0,166,0,0,120,0,0
,,,0,0,40,596,0,0,74,0,68
,,,0,0,50,0,0,0,0,0,0
,,,0,0,120,298,0,0,0,0,0
,,,0,0,20,1896,0,0,115,0,0
,,,0,0,320,7470,0,0,0,0,0
,,,0,0,225,372,0,0,0,0,0
,,,0,0,280,3414,0,0,0,0,0
,,,0,0,105,2056,0,0,0,510,0
,,,0,0,180,182,0,0,0,0,0
,,,0,0,230,5008,0,0,0,0,0
,,,0,170,130,8258,0,0,0,0,0
,,,0,330,0,4648,0,0,0,0,0
,,,0,300,0,5108,0,0,0,0,0
,,,0,210,0,2614,0,0,0,0,0
,,,0,1020,0,1374,0,0,0,0,0
,,,0,1300,0,820,0,0,0,0,0
,,,0,535,0,0,0,0,0,0,0
,,,0,0,0,0,0,0,0,0,0
,,,0,55,0,0,0,0,0,0,0
,,,0,25,0,80,0,0,0,0,0
,,,0,0,0,0,0,0,0,0,0
,,,0,260,0,48,0,0,0,0,0
,,,0,25,0,0,0,0,0,0,0
,,,0,0,0,0,0,0,0,0,0
,,,0,15,0,0,0,0,0,0,0
,,,0,100,0,0,0,0,0,0,0
,,,0,0,0,0,0,0,0,0,0
,,,0,0,0,130,0,0,0,0,0
,,,0,0,0,0,0,0,0,0,0
,,,0,0,0,0,0,0,0,0,0
,,,0,0,0,0,0,0,0,0,0
,,,0,0,0,0,0,0,0,0,0
,,,0,0,0,0,0,0,565,0,0
,,,0,0,0,0,0,0,430,0,0
,,,0,0,0,0,0,0,0,0,0
,,,0,,0,0,0,0,0,0,0
,,,0,,0,0,0,0,0,0,0
,,,0,,0,0,0,0,0,0,0
,,,0,,0,0,0,0,445,0,652
,,,0,,0,0,0,0,405,0,0
,,,0,,0,0,0,0,625,0,0
,,,0,,0,0,0,0,495,0,0
,,,0,,0,0,0,0,150,0,0
,,,0,,0,0,250,0,180,0,0
,,,0,,0,0,0,25,850,0,0
,,,0,,0,0,0,0,0,0,0
,,,0,,0,0,0,0,571,275,0
,,,0,,0,0,0,0,495,0,0
,,,0,,0,0,0,0,835,450,0
,,,0,,0,0,0,0,960,105,0
,,,0,,0,0,0,19,436,505,0
,,,0,,0,0,0,218,797,0,0
,,,0,,0,0,0,374,141,0,0
,,,0,,0,70,0,103,260,0,0
,,,0,,0,0,0,484,624,905,15
,,,0,,0,0,0,0,25,65,0
,,,0,,825,0,0,0,297,455,0
,,,0,,250,0,0,0,280,135,0
,,,0,,525,0,0,0,0,85,0
,,,0,,0,0,0,0,0,55,0
,,,0,,0,31,0,0,0,115,0
,,,0,,450,56,0,0,40,70,0
,,,0,,0,0,0,0,0,400,0
,,,0,,0,0,0,0,0,135,0
,,,0,,325,0,0,0,0,0,0
,,,0,,375,0,0,0,0,0,0
,,,0,,300,0,0,0,0,0,0
,,,0,,950,0,0,0,0,0,0
,,,0,,700,0,0,0,0,60,0
,,,0,,0,0,0,0,0,0,0
,,,0,,0,0,0,0,0,25,0
,,,0,,0,0,0,0,0,0,0
,,,0,,0,0,0,0,0,0,0
,,,0,,0,32,0,0,0,0,0
,,,0,,0,0,0,0,0,0,375
,,,70,,0,0,0,0,0,0,525
,,,0,,0,0,0,0,0,0,1500
,,,20,,0,0,0,0,0,0,850
,,,0,,0,0,0,0,0,0,380
,,,0,,0,0,0,0,0,0,190
,,,0,,0,0,0,0,0,0,455
,,,80,,0,0,0,0,0,0,840
,,,0,,0,0,0,0,0,0,630
,,,90,,0,0,0,0,0,0,425
,,,40,,0,0,0,0,0,0,740
,,,10,,0,0,45,0,0,0,230
,,,0,,0,0,109,0,0,0,715
,,,0,,0,0,20,0,0,0,700
,,,0,,0,0,102,0,0,0,630
,,,0,,0,0,14,0,0,0,0
,,,30,,0,0,0,0,0,0,420
,,,30,,0,0,0,0,0,0,910
,,,420,,0,0,0,0,0,0,200
,,,70,,0,0,0,0,0,0,260
,,,160,,0,0,0,0,0,35,0
,,,0,,0,0,0,0,0,0,480
,,,220,,0,600,0,87,10,0,0
,,,50,,0,100,0,39,9,0,0
,,,20,,350,970,0,35,130,0,40
,,,230,,0,800,0,0,6,0,0
,,,10,,0,700,0,68,10,0,0
,,,0,,0,1100,0,0,0,0,0
,,,0,,0,325,0,0,6,0,0
,,,0,,0,550,0,16,0,0,0
,,,0,,0,200,0,111,5,17,0
,,,0,,0,500,0,101,0,0,0
,,,0,,0,200,0,103,0,18,0
,,,0,,0,50,0,0,0,0,0
,,,,,0,0,0,0,0,0,0
,,,,,0,0,0,38,0,0,0
,,,,,0,0,0,0,0,0,0
,,,,,0,0,0,0,0,0,0
,,,,,0,0,0,0,0,0,0
,,,,,0,0,0,0,0,0,0
,,,,,350,0,0,0,0,0,0
,,,,,0,0,0,0,0,0,0
,,,,,0,0,0,0,0,0,0
,,,,,0,0,0,0,0,0,0
,,,,,0,0,0,0,0,0,0
,,,,,0,0,0,136,0,0,0
,,,,,0,0,0,187,0,0,0
,,,,,550,0,0,136,0,0,0
,,,,,0,0,0,0,0,0,0
,,,,,0,0,0,0,0,0,0
,,,,,0,0,0,0,0,0,0
,,,,,0,0,0,0,0,0,140
,,,,,0,0,0,0,0,0,0
,,,,,0,0,0,0,0,0,0
,,,,,0,0,0,0,0,0,0
,,,,,0,0,0,0,0,0,0
,,,,,0,0,0,0,0,0,0
,,,,,0,0,0,0,0,0,0
,,,,,0,0,0,0,0,0,0
,,,,,0,0,0,0,0,0,6
,,,,,0,0,0,0,0,0,105
,,,,,0,0,0,0,0,0,28
,,,,,0,0,0,0,0,0,125
,,,,,0,0,0,0,0,0,161
,,,,,0,0,0,0,0,0,122
,,,,,0,0,0,383,0,0,119
,,,,,0,0,0,2699,0,0,64
,,,,,0,0,150,5808,0,0,162
,,,,,0,0,350,707,0,0,100
,,,,,0,0,0,198,0,0,0
,,,,,0,0,0,422,34,0,106
,,,,,0,0,0,132,88,0,0
,,,,,0,0,0,554,0,0,0
,,,,,0,0,0,28563,0,0,0
,,,,,0,0,0,28784,0,0,0
,,,,,244,0,0,32009,0,0,60
,,,,,112,0,0,16727,0,0,0
,,,,,263,0,0,3749,0,0,0
,,,,,839,0,0,4812,0,0,0
,,,,,323,0,0,0,0,0,0
,,,,,408,0,0,0,22,0,0
,,,,,399,0,0,46,0,0,0
,,,,,816,0,0,264,0,0,0
,,,,,1249,0,0,2732,0,0,0
,,,,,1759,0,0,1399,0,82,0
,,,,,3451,0,0,172,0,88,0
,,,,,1827,0,0,0,0,0,0
,,,,,603,0,0,290,0,0,0
,,,,,20425,0,0,2033,0,0,0
,,,,,3867,0,0,198,0,0,0
,,,,,3995,0,0,145,0,33,0
,,,,,1683,0,0,125,0,0,0
,,,,,2277,0,0,30,0,0,0
,,,,,1096,0,0,40,0,0,0
,,,,,849,0,0,0,0,0,0
,,,,,1053,0,0,0,0,0,0
,,,,,611,0,0,172,0,0,0
,,,,,509,0,0,0,0,0,0
,,,,,543,0,0,0,0,0,0
,,,,,68,0,0,0,0,0,0
,,,,,0,0,0,22,0,0,0
,,,,,25,0,0,0,0,0,0
,,,,,0,0,0,0,0,0,0
,,,,,0,0,0,26,0,0,0
,,,,,0,0,0,19,0,0,42
,,,,,0,0,0,32,0,0,48
,,,,,374,0,0,32,0,0,0
,,,,,0,0,0,43,0,0,18
,,,,,0,0,0,0,0,0,0
,,,,,0,0,0,0,0,0,38
,,,,,0,0,0,0,0,0,0
,,,,,0,0,0,0,0,0,0
,,,,,0,0,0,0,0,0,34
,,,,,0,0,0,228,0,0,38
,,,,,0,0,0,17,0,0,0
,,,,,0,0,0,115,0,0,0
,,,,,0,0,0,229,0,0,36
,,,,,0,0,225,580,0,0,0
,,,,,0,0,0,744,0,0,0
,,,,,0,0,0,870,0,0,24
,,,,,0,0,0,112,0,0,34
,,,,,0,0,0,30,0,0,0
,,,,,0,0,325,10,0,0,0
,,,,,0,0,0,0,1280,0,0
,,,,,10,0,0,56,615,0,0
,,,,,0,0,0,38,669,0,0
,,,,,0,0,0,15,650,0,0
,,,,,0,0,0,0,195,120,0
,,,,,0,0,0,0,152,0,0
,,,,,0,0,0,22,100,0,0
,,,,,30,0,0,17,63,18,0
,,,,,66,0,0,0,364,21,0
,,,,,0,0,0,0,127,0,0
,,,,,60,0,0,0,586,0,0
,,,,,40,0,0,0,0,0,0
,,,,,140,0,0,0,0,126,0
,,,,,640,0,0,0,112,18,0
,,,,,120,0,0,0,0,61,0
,,,,,30,0,0,0,0,283,0
,,,,,160,0,0,0,0,47,0
,,,,,140,0,0,49,0,8,0
,,,,,30,0,0,54,0,48,0
,,,,,0,425,0,34,0,273,0
,,,,,0,0,0,145,0,185,0
,,,,,300,0,0,117,0,32,0
,,,,,2470,0,0,493,0,79,0
,,,,,1870,0,0,37,0,346,0
,,,,,4880,0,0,451,198,6,0
,,,,,1020,0,0,49,0,0,0
,,,,,1260,0,0,257,40,0,0
,,,,,740,0,0,146,0,0,0
,,,,,3710,0,0,430,0,0,0
,,,,,400,0,0,2284,0,0,0
,,,,,530,0,0,7357,0,0,0
,,,,,2820,0,0,375,0,0,0
,,,,,380,0,0,28,0,0,0
,,,,,560,0,0,820,0,0,99
,,,,,3950,0,0,6070,0,0,0
,,,,,195,0,136,24156,0,0,0
,,,,,280,0,187,19620,0,0,0
,,,,,30,0,697,20680,0,0,130
,,,,,90,0,595,12200,0,0,26
,,,,,0,0,425,18741,0,0,17
,,,,,0,0,1836,5150,0,0,0
,,,,,170,0,6222,2249,0,0,198
,,,,,0,0,9078,474,0,0,733
,,,,,0,0,6596,7280,0,0,475
,,,,,0,0,1819,84,0,0,269
,,,,,0,0,8313,80,28,0,313
,,,,,0,0,5389,682,0,0,165
,,,,,0,0,884,21,0,0,56
,,,,,0,0,3927,5,693,0,0
,,,,,,0,4097,269,42,0,37
,,,,,,0,1292,70,255,311,52
,,,,,,0,8364,29,126,0,0
,,,,,,0,19635,23,0,0,0
,,,,,,0,27132,394,84,0,0
,,,,,,0,18190,78,538,0,0
,,,,,,0,7497,12,481,0,0
,,,,,,0,9690,98,778,198,0
,,,,,,0,21709,0,352,0,0
,,,,,,0,13566,0,1883,56,0
,,,,,,0,10982,65,12054,198,0
,,,,,,200,7497,38,3611,481,0
,,,,,,725,13056,,297,4816,0
,,,,,,575,7582,,439,85,2634
,,,,,,375,2686,,99,1827,1468
,,,,,,0,595,,0,70,720
,,,,,,0,612,,0,722,369
,,,,,,175,0,,0,0,0
,,,,,,200,0,,453,977,0
,,,,,,0,0,,452,2223,0
,,,,,,0,0,,99,325,0
,,,,,,0,0,,0,28,0
,,,,,,275,0,,198,126,0
,,,,,,0,58,,0,99,0
,,,,,,425,0,,0,0,0
,,,,,,275,0,,0,722,0
,,,,,,0,0,,0,1062,0
,,,,,,0,0,,0,169,0
,,,,,,0,0,,0,878,0
,,,,,,0,0,,0,2110,0
,,,,,,0,0,,0,99,0
,,,,,,0,0,,39,0,0
,,,,,,0,0,,16,0,0
,,,,,,0,0,,0,0,183
,,,,,,0,0,,0,1289,350
,,,,,,0,91,,0,707,516
,,,,,,0,239,,56,609,950
,,,,,,0,494,,0,2365,133
,,,,,,85,598,,413,0,0
,,,,,,0,256,,446,0,832
,,,,,,0,629,,81,0,0
,,,,,,0,336,,0,0,0
,,,,,,0,60,,92,0,966
,,,,,,0,290,,0,0,2099
,,,,,,0,11,,158,0,2200
,,,,,,0,53,,166,0,2749
,,,,,,0,42,,818,0,2383
,,,,,,0,53,,737,0,4649
,,,,,,0,26,,80,23,1566
,,,,,,0,0,,26,0,2882
,,,,,,0,0,,387,0,9533
,,,,,,0,0,,511,0,5524
,,,,,,0,0,,25,0,4752
,,,,,,0,0,,0,0,13985
,,,,,,0,0,,0,0,9425
,,,,,,0,0,,16,0,270
,,,,,,0,0,,30,30,0
,,,,,,0,0,,20,204,106
,,,,,,0,0,,0,0,0
,,,,,,0,0,,0,298,0
,,,,,,790,0,,0,4,0
,,,,,,884,0,,0,0,0
,,,,,,915,0,,0,0,0
,,,,,,243,0,,0,0,0
,,,,,,168,0,,0,91,620
,,,,,,892,0,,0,234,0
,,,,,,2098,0,,0,114,0
,,,,,,493,0,,0,215,0
,,,,,,2958,0,,0,0,0
,,,,,,3723,0,,0,104,0
,,,,,,2856,38,,0,0,0
,,,,,,2677,0,,0,0,0
,,,,,,935,0,,0,0,0
,,,,,,765,215,,0,0,0
,,,,,,425,3813,,0,0,0
,,,,,,323,11844,,0,0,0
,,,,,,119,51555,,0,0,0
,,,,,,0,51561,,81,0,0
,,,,,,34,49821,,0,0,0
,,,,,,255,30313,,0,0,0
,,,,,,0,41081,,435,0,0
,,,,,,21,14946,,354,0,0
,,,,,,0,2845,,579,0,0
,,,,,,0,45002,,1490,0,201
,,,,,,0,6017,,26446,0,343
,,,,,,0,2358,,9529,53,1865
,,,,,,0,477,,9444,146,6094
,,,,,,0,492,,11427,1366,43
,,,,,,0,1793,,4501,2976,126
,,,,,,0,2552,,1037,4744,144
,,,,,,0,645,,7601,5076,143
,,,,,,0,721,,23949,0,77
,,,,,,0,487,,44060,0,14
,,,,,,0,810,,5057,230,0
,,,,,,0,245,,13501,29,0
,,,,,,0,395,,5410,333,0
,,,,,,0,2255,,9820,569,0
,,,,,,0,3918,,25074,198,0
,,,,,,0,2034,,2428,520,21
,,,,,,0,2435,,123,6390,0
,,,,,,0,1145,,185,329,0
,,,,,,0,878,,92,196,0
,,,,,,0,2049,,32,217,0
,,,,,,0,501,,100,343,0
,,,,,,0,519,,167,188,0
,,,,,,0,418,,8,568,0
,,,,,,0,256,,25,2821,0
,,,,,,0,104,,27,3262,0
,,,,,,28,176,,19,9604,0
,,,,,,320,107,,14,9945,0
,,,,,,38,,,430,1761,0
,,,,,,0,,,261,955,0
,,,,,,0,,,0,360,0
,,,,,,0,,,,3355,41
,,,,,,200,,,,48,89
,,,,,,220,,,,965,654
,,,,,,190,,,,713,694
,,,,,,0,,,,1112,521
,,,,,,0,,,,2368,0
,,,,,,125,,,,8848,0
,,,,,,54,,,,2769,0
,,,,,,360,,,,74,199
,,,,,,323,,,,24,181
,,,,,,197,,,,131,4499
,,,,,,380,,,,170,1598
,,,,,,243,,,,,3287
,,,,,,35,,,,,9884
,,,,,,120,,,,,4074
,,,,,,180,,,,,189
,,,,,,0,,,,,5714
,,,,,,0,,,,,6039
,,,,,,0,,,,,18548
,,,,,,0,,,,,7387
,,,,,,0,,,,,2415
,,,,,,0,,,,,1415
,,,,,,0,,,,,393
,,,,,,6216,,,,,547
,,,,,,958,,,,,1496
,,,,,,814,,,,,175
,,,,,,0,,,,,346
,,,,,,0,,,,,3589
,,,,,,0,,,,,165
,,,,,,0,,,,,116
,,,,,,0,,,,,3495
,,,,,,0,,,,,890
,,,,,,0,,,,,984
,,,,,,0,,,,,822
,,,,,,42,,,,,700
,,,,,,72,,,,,1901
,,,,,,19,,,,,909
,,,,,,22,,,,,36
,,,,,,0,,,,,0
,,,,,,2877,,,,,0
,,,,,,985,,,,,
,,,,,,1525,,,,,
,,,,,,4996,,,,,
,,,,,,9975,,,,,
,,,,,,2782,,,,,
,,,,,,1701,,,,,
,,,,,,957,,,,,
,,,,,,203,,,,,
,,,,,,473,,,,,
,,,,,,35,,,,,
,,,,,,1988,,,,,
,,,,,,3738,,,,,
,,,,,,7187,,,,,
,,,,,,3270,,,,,
,,,,,,2279,,,,,
,,,,,,173,,,,,
,,,,,,720,,,,,
,,,,,,172,,,,,
,,,,,,118,,,,,
,,,,,,351,,,,,
,,,,,,172,,,,,
,,,,,,152,,,,,
,,,,,,18,,,,,
,,,,,,23,,,,,
,,,,,,10,,,,,
,,,,,,0,,,,,
,,,,,,0,,,,,
,,,,,,0,,,,,
,,,,,,0,,,,,
,,,,,,0,,,,,
,,,,,,0,,,,,
,,,,,,0,,,,,
